ID_Codigo;ID;Anexo;Titulo_Anexo;Item_Anexo;Descritivo;Tratamento;Perc_Reducao;Perc_Aliquota_Aplicavel;Tributo;Tipo_Classificacao;Codigo;Codigo_Normalizado;Nivel_Codigo;Base_Legal;Linha_Agrupadora;Condicionantes_Observacoes
463;314;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;10;"Semente genética, semente básica, semente nativa in natura, semente certificada de primeira geração (C1), semente certificada de segunda geração (C2), semente não certificada de primeira geração (S1), semente não certificada de segunda geração (S2) e sementes de cultivar local, tradicional ou crioula; em conformidade com as definições e demais requisitos da legislação específica";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;Capítulo 10;10;Capitulo (2 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
464;314;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;10;"Semente genética, semente básica, semente nativa in natura, semente certificada de primeira geração (C1), semente certificada de segunda geração (C2), semente não certificada de primeira geração (S1), semente não certificada de segunda geração (S2) e sementes de cultivar local, tradicional ou crioula; em conformidade com as definições e demais requisitos da legislação específica";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;Capítulo 12;12;Capitulo (2 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
465;315;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;11;"Mudas de plantas e demais materiais propagativos de plantas e fungos, inclusive plantas e fungos nativos de espécies florestais; em conformidade com as definições e demais requisitos da legislação específica";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;06.01;0601;4 digitos (posicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
466;315;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;11;"Mudas de plantas e demais materiais propagativos de plantas e fungos, inclusive plantas e fungos nativos de espécies florestais; em conformidade com as definições e demais requisitos da legislação específica";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;06.02;0602;4 digitos (posicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
467;316;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;12;Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;3002.12;300212;6 digitos (subposicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
468;316;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;12;Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;3002.15;300215;6 digitos (subposicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
469;316;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;12;Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;3002.42;300242;6 digitos (subposicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
470;316;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;12;Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;3002.90.00;30029000;8 digitos (item completo);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
471;316;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;12;Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;30.04;3004;4 digitos (posicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
472;317;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;13;Aves de um dia, exceto as ornamentais;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;0105.1;01051;5 digitos (subposicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
473;318;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;14;Embriões e sêmen, congelado ou resfriado;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;0511.10.00;05111000;8 digitos (item completo);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
474;318;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;14;Embriões e sêmen, congelado ou resfriado;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;0511.9;05119;5 digitos (subposicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
475;319;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;15;"Reprodutores de raça pura, inclusive matrizes de animais puros de origem com registro genealógico; em conformidade com as definições e demais requisitos da legislação específica";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;01.02;0102;4 digitos (posicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
476;319;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;15;"Reprodutores de raça pura, inclusive matrizes de animais puros de origem com registro genealógico; em conformidade com as definições e demais requisitos da legislação específica";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;01.03;0103;4 digitos (posicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
477;319;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;15;"Reprodutores de raça pura, inclusive matrizes de animais puros de origem com registro genealógico; em conformidade com as definições e demais requisitos da legislação específica";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;01.04;0104;4 digitos (posicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
478;320;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;16;Ovos fertilizados;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;0407.1;04071;5 digitos (subposicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
479;321;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;17;Girinos e alevinos;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;0106.90.00;01069000;8 digitos (item completo);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
480;322;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;18;Rações para animais, concentrados, suplementos, aditivos, premix ou núcleo, exceto para animais domésticos;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;2309.90;230990;6 digitos (subposicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
481;323;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;19;"Sementes e cereais, mesmo triturados, em grãos esmagados ou trabalhados de outro modo; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;Capítulo 10;10;Capitulo (2 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
482;323;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;19;"Sementes e cereais, mesmo triturados, em grãos esmagados ou trabalhados de outro modo; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;Capítulo 11;11;Capitulo (2 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
483;323;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;19;"Sementes e cereais, mesmo triturados, em grãos esmagados ou trabalhados de outro modo; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;Capítulo 12;12;Capitulo (2 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
484;324;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;20;"Farelos e tortas de produtos vegetais e demais resíduos e desperdícios das indústrias alimentares; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;23.01;2301;4 digitos (posicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
485;324;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;20;"Farelos e tortas de produtos vegetais e demais resíduos e desperdícios das indústrias alimentares; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;23.02;2302;4 digitos (posicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
486;324;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;20;"Farelos e tortas de produtos vegetais e demais resíduos e desperdícios das indústrias alimentares; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;23.03;2303;4 digitos (posicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
487;324;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;20;"Farelos e tortas de produtos vegetais e demais resíduos e desperdícios das indústrias alimentares; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;2304.00;230400;6 digitos (subposicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
488;324;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;20;"Farelos e tortas de produtos vegetais e demais resíduos e desperdícios das indústrias alimentares; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;2305.00.00;23050000;8 digitos (item completo);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
489;324;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;20;"Farelos e tortas de produtos vegetais e demais resíduos e desperdícios das indústrias alimentares; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;23.06;2306;4 digitos (posicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
490;324;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;20;"Farelos e tortas de produtos vegetais e demais resíduos e desperdícios das indústrias alimentares; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;2308.00.00;23080000;8 digitos (item completo);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
491;325;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;21;"Alho em pó, sal mineralizado, farinhas de peixe, de ostra, de carne, de osso, de pena, de sangue e de víscera, calcário calcítico, gorduras e óleos animais, resíduos de óleo e de gordura de origem animal ou vegetal descartados por empresas do ramo alimentício, e DL-Metionina e seus análogos; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;02.10;0210;4 digitos (posicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
492;325;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;21;"Alho em pó, sal mineralizado, farinhas de peixe, de ostra, de carne, de osso, de pena, de sangue e de víscera, calcário calcítico, gorduras e óleos animais, resíduos de óleo e de gordura de origem animal ou vegetal descartados por empresas do ramo alimentício, e DL-Metionina e seus análogos; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;03.09;0309;4 digitos (posicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
493;325;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;21;"Alho em pó, sal mineralizado, farinhas de peixe, de ostra, de carne, de osso, de pena, de sangue e de víscera, calcário calcítico, gorduras e óleos animais, resíduos de óleo e de gordura de origem animal ou vegetal descartados por empresas do ramo alimentício, e DL-Metionina e seus análogos; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;0712.90.10;07129010;8 digitos (item completo);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
494;325;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;21;"Alho em pó, sal mineralizado, farinhas de peixe, de ostra, de carne, de osso, de pena, de sangue e de víscera, calcário calcítico, gorduras e óleos animais, resíduos de óleo e de gordura de origem animal ou vegetal descartados por empresas do ramo alimentício, e DL-Metionina e seus análogos; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;Capítulo 15;15;Capitulo (2 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
495;325;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;21;"Alho em pó, sal mineralizado, farinhas de peixe, de ostra, de carne, de osso, de pena, de sangue e de víscera, calcário calcítico, gorduras e óleos animais, resíduos de óleo e de gordura de origem animal ou vegetal descartados por empresas do ramo alimentício, e DL-Metionina e seus análogos; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;2501.00;250100;6 digitos (subposicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
496;325;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;21;"Alho em pó, sal mineralizado, farinhas de peixe, de ostra, de carne, de osso, de pena, de sangue e de víscera, calcário calcítico, gorduras e óleos animais, resíduos de óleo e de gordura de origem animal ou vegetal descartados por empresas do ramo alimentício, e DL-Metionina e seus análogos; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;2521.00.00;25210000;8 digitos (item completo);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
497;325;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;21;"Alho em pó, sal mineralizado, farinhas de peixe, de ostra, de carne, de osso, de pena, de sangue e de víscera, calcário calcítico, gorduras e óleos animais, resíduos de óleo e de gordura de origem animal ou vegetal descartados por empresas do ramo alimentício, e DL-Metionina e seus análogos; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos";Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;2930.40;293040;6 digitos (subposicao);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
498;326;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;22;Serviços agronômicos;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1410.90.00;114109000;NBS (9 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
499;327;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;23;Serviços de técnico agrícola, agropecuário ou em agroecologia;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1410.90.00;114109000;NBS (9 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
500;328;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;24;Serviços veterinários para produção animal;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1405.21.00;114052100;NBS (9 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
501;328;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;24;Serviços veterinários para produção animal;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1405.22.00;114052200;NBS (9 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
502;328;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;24;Serviços veterinários para produção animal;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1405.90.00;114059000;NBS (9 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
503;329;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;25;Serviços de zootecnistas;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1410.90.00;114109000;NBS (9 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
504;330;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;26;Serviços de inseminação e fertilização de animais de criação;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1405.22.00;114052200;NBS (9 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
505;331;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;27;Serviços de engenharia florestal;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1403.10.00;114031000;NBS (9 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
506;332;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;28;Serviços de pulverização e controle de pragas;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1901.10.00;119011000;NBS (9 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
507;333;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;29;Serviços de semeadura, adubação, inclusive mistura de adubos, reparação de solo, plantio e colheita;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1901.10.00;119011000;NBS (9 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
508;334;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;30;Serviços de projetos para irrigação e fertirrigação;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1403.29.00;114032900;NBS (9 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
509;335;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;31;Serviços de análise laboratorial de solos, sementes e outros materiais propagativos, fitossanitários, água de produção, bromatologia e sanidade animal;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1404.41.00;114044100;NBS (9 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
510;336;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;32;Licenciamento de direitos sobre cultivares;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1105.10.00;111051000;NBS (9 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
511;337;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;33;Cessão definitiva de direitos sobre cultivares;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1109.10.00;111091000;NBS (9 digitos);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
512;338;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;34;Melhoramento genético de animais e plantas e biotecnologia, inclusive seus royalties;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;;;Nao informado;Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
513;339;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;35;Vinhaça;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;2303.30.00;23033000;8 digitos (item completo);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
514;339;IX;Insumos agropecuarios e aquicolas submetidos a reducao de 60%;35;Vinhaça;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;2303.20.00;23032000;8 digitos (item completo);Art. 138;Nao;Diversos itens condicionados a destinacao especifica e a legislacao setorial
515;340;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;1;Licenciamento de direitos de autor e de direitos conexos;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1103;11103;5 digitos (subposicao);Art. 139;Nao;
516;341;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;2;Licenciamento de direitos de obras literárias;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1103.10.00;111031000;NBS (9 digitos);Art. 139;Nao;
517;342;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;3;Licenciamento de direitos de autor de obras cinematográficas;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1103.31.00;111033100;NBS (9 digitos);Art. 139;Nao;
518;343;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;4;Licenciamento de direitos de autor de obras jornalísticas;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1103.32.00;111033200;NBS (9 digitos);Art. 139;Nao;
519;344;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;5;Licenciamento de direitos conexos de artistas intérpretes ou executantes em obras audiovisuais;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1103.34.00;111033400;NBS (9 digitos);Art. 139;Nao;
520;345;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;6;Licenciamento de direitos conexos de produtores de obras audiovisuais;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1103.35.00;111033500;NBS (9 digitos);Art. 139;Nao;
521;346;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;7;Licenciamento de direitos de obras audiovisuais destinadas à televisão;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1103.36;1110336;7 digitos (item);Art. 139;Nao;
522;347;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;8;Licenciamento de direitos de obras musicais e fonogramas;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1103.4;111034;6 digitos (subposicao);Art. 139;Nao;
523;348;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;9;Cessão temporária de direitos de obras literárias;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1106.10.00;111061000;NBS (9 digitos);Art. 139;Nao;
524;349;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;10;Cessão temporária de direitos de autor de obras cinematográficas;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1106.31.00;111063100;NBS (9 digitos);Art. 139;Nao;
525;350;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;11;Cessão temporária de direitos de autor de obras jornalísticas;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1106.32.00;111063200;NBS (9 digitos);Art. 139;Nao;
526;351;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;12;Cessão temporária de direitos conexos de artistas intérpretes ou executantes em obras audiovisuais;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1106.34.00;111063400;NBS (9 digitos);Art. 139;Nao;
527;352;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;13;Cessão temporária de direitos conexos de produtores de obras audiovisuais;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1106.35.00;111063500;NBS (9 digitos);Art. 139;Nao;
528;353;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;14;Cessão temporária de direitos de obras audiovisuais destinadas à televisão;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1106.36;1110636;7 digitos (item);Art. 139;Nao;
529;354;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;15;Cessão temporária de direitos de obras musicais e fonogramas;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1106.4;111064;6 digitos (subposicao);Art. 139;Nao;
530;355;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;16;Cessão definitiva de direitos de obras literárias;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1107.10.00;111071000;NBS (9 digitos);Art. 139;Nao;
531;356;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;17;Cessão definitiva de direitos de obras cinematográficas;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1107.31.00;111073100;NBS (9 digitos);Art. 139;Nao;
532;357;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;18;Cessão definitiva de direitos de obras jornalísticas;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1107.32.00;111073200;NBS (9 digitos);Art. 139;Nao;
533;358;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;19;Cessão definitiva de direitos de obras musicais e fonogramas;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1107.40.00;111074000;NBS (9 digitos);Art. 139;Nao;
534;359;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;20;Serviços de agências de notícias para jornais e periódicos;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1704.10.00;117041000;NBS (9 digitos);Art. 139;Nao;
535;360;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;21;Serviços de agências de notícias para mídia audiovisual;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1704.20.00;117042000;NBS (9 digitos);Art. 139;Nao;
536;361;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;22;Serviços de assistência e organização de convenções, feiras de negócios, exposições e outros eventos;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.1806.6;118066;6 digitos (subposicao);Art. 139;Nao;
537;362;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;23;Serviços de gravação de som em estúdio destinados diretamente às produções nacionais artísticas, culturais e audiovisuais;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.2501.11.00;125011100;NBS (9 digitos);Art. 139;Nao;
538;363;X;Producoes nacionais artisticas, culturais, de eventos, jornalisticas e audiovisuais submetidas a reducao de 60%;24;Serviços de gravação de som ao vivo destinados diretamente às produções nacionais artísticas, culturais e audiovisuais;Reducao de 60%;60.0;40.0;IBS e CBS;NBS e NCM/SH;1.2501.12.00;125011200;NBS (9 digitos);Art. 139;Nao;
